code;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
102140102140;0;45;0;0;0;0;0;0;0;237;96;146;103;0;0;90;173;20;0;118;0;0;0;0
102140102150;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;49;0;0;0;0;0;0;0
102140102160;0;118;0;0;0;0;0;88;0;0;0;70;0;0;204;0;0;0;0;0;0;0;44;0
102140102170;0;0;0;0;0;0;0;0;0;0;27;0;0;70;48;0;74;0;0;0;0;0;0;0
102140102180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;35;0;0;0
102140102210;0;0;0;0;0;0;0;0;0;57;0;192;0;0;113;35;0;58;0;48;0;0;0;0
102140102220;0;0;0;0;0;0;59;69;0;33;0;98;63;0;0;145;39;0;0;92;0;0;0;0
102140102230;0;0;0;0;0;0;0;0;0;0;0;0;101;0;0;45;0;0;0;0;43;0;0;0
102140102320;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;31;0;0;0;0;0;0
102140102330;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102140102340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;124;0;0;0;0;0;0;0
102140102350;0;123;0;0;0;0;0;0;0;0;0;0;37;103;84;0;39;0;65;0;0;0;0;0
102140102410;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;51;47;0;0;0;0;0;0;0
102140102420;0;0;0;0;0;0;0;0;0;0;0;70;56;40;0;66;0;0;0;0;0;0;0;0
102140102430;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;24;80;89;0;0;0;0;0;0
102140102440;119;0;0;0;0;0;0;0;0;0;0;0;112;111;141;63;158;261;69;151;124;35;0;0
102140102450;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;96;117;0;0;0;0;0;95;0
102140102520;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0
102140102540;0;0;0;0;0;0;0;0;0;0;0;51;0;0;49;0;0;87;0;0;0;0;0;0
102140102550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0
102140102560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0
102140102620;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;94;0;0;0;0;0;0;0
102140102640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0
102140102670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0
102140102710;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102140102760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;0;0;0;0;0;0;0;0;0
102140102770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0
102140102810;0;0;0;0;0;0;0;0;0;0;37;0;59;54;36;53;0;122;0;0;0;0;0;0
102140102820;0;0;0;0;0;0;0;0;0;0;0;50;0;0;54;70;147;83;0;0;0;0;0;0
102140102830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0
102140103130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0
102140103140;0;0;0;0;0;103;0;0;0;0;0;0;58;27;0;0;0;0;0;0;0;156;0;0
102140103170;0;0;0;0;0;0;0;0;0;0;96;0;0;65;0;25;84;0;69;0;0;0;72;0
102140103190;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;20;0;0;0;0;0;0
102140103210;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;91;0;0;0;0;0;90;0;0
102140103230;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;93;66;0;0;0;0;0;0
102140103240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0
102140103250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0
102140147110;0;0;0;0;0;0;0;0;0;0;0;0;0;40;76;20;44;0;0;0;0;0;0;0
102140147120;0;0;0;0;0;0;0;0;0;0;0;0;45;0;49;0;0;70;0;0;0;0;0;0
102140147130;0;0;0;0;0;0;0;0;0;0;0;131;0;0;0;26;0;52;81;0;0;0;0;0
102140147140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0
102140147160;0;0;0;0;65;0;0;0;0;0;59;0;0;0;161;0;0;0;0;0;0;0;0;0
102140147210;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;172;79;0;0;0;0;0;0;0
102140147220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144;0;0;73;0;0;0;0;0;0
102140147230;0;0;0;0;0;0;0;74;0;0;0;0;0;0;76;0;59;0;0;0;0;0;0;0
102140147240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0
102140147250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0
102150102120;0;0;0;0;0;0;0;62;0;56;17;40;66;0;0;0;51;0;0;0;0;0;51;0
102150102130;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0
102150102140;0;0;0;0;0;0;0;0;0;0;96;0;112;0;94;0;0;0;0;0;0;0;0;0
102150102150;0;0;0;0;0;0;0;71;0;0;69;0;0;80;0;107;0;54;125;0;0;0;0;0
102150102160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0
102150102170;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102150102180;0;0;0;0;0;0;0;68;0;0;41;0;212;128;0;0;0;0;0;0;0;0;0;0
102150102210;0;0;0;0;0;0;275;0;0;0;0;200;0;0;0;0;0;0;153;0;0;0;0;0
102150102220;0;0;0;0;0;0;80;73;61;0;0;0;0;80;0;0;0;0;35;0;0;0;0;0
102150102230;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0
102150102330;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0
102150102340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;54;0;0;0;0;0
102150102350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;0;0;49;0;0;0;0;0;61
102150102420;0;0;0;0;0;0;0;32;0;0;0;0;0;43;0;0;0;234;0;0;0;0;0;0
102150102430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;52;61;0;0;0;0;0;0
102150102440;0;0;0;0;0;0;49;40;136;0;49;45;51;77;151;0;0;53;101;96;163;0;0;0
102150102450;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;0;71;48;39;0;0;0;0
102150102540;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0
102150102710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0
102150102730;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102150102810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;45;0;0;0;0;0;0;0
102150102820;0;0;0;0;0;0;0;65;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0
102150103140;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0
102150103170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;62;112;0;0;0;0;0;0
102150103220;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102150103260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0
102150147110;0;0;0;0;0;0;0;70;0;0;0;63;0;0;37;0;0;0;0;0;0;0;0;0
102150147130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0
102150147140;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0
102150147160;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0
102150147210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;0;0;0
102160102110;0;0;0;0;0;0;0;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102160102120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0
102160102140;0;0;0;0;0;0;0;0;0;22;0;70;0;0;60;0;0;0;0;0;0;0;0;0
102160102150;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0
102160102160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;0;67;0;0;0;0;0
102160102180;0;0;0;0;0;0;0;43;0;0;140;46;0;0;0;0;0;97;0;0;0;0;0;0
102160102210;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;44;0;0;0;0;0;38;0;0
102160102220;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;46;0;0;0;0;0;0;0;0
102160102230;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0
102160102310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0
102160102340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;46;60;0;0;0
102160102410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;90
102160102440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;51;63;153;0;0;0;0;0;0
102160102450;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;101;0;0;0
102160102520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0
102160102530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0
102160102540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;35;0;0;0
102160102610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0
102160102620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0
102160102630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;883;26;0;0;0;0;0;0;0
102160102710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0
102160102720;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;33;0
102160102740;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0
102160102810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0
102160102820;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;52;139;0;0;0;0;0
102160103170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;85
102160103180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;52;0;0;0;0;0;0;0
102160103190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0
102160103210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0
102160103220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0
102160103230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;0;0;0;0;0;0;0
102160147110;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;193;58;178;0;0;0;67;72;0
102160147120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0
102160147130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0
102160147160;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;63;0;42;0;0;0;0;0
102160147230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0
102170102110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0
102170102120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;0;0;0;0;0
102170102130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0
102170102140;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;48;0;0;0;0
102170102170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0
102170102180;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;36;42;0;0;0;72;0;0;0
102170102220;0;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0
102170102320;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0
102170102340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0
102170102430;0;0;0;0;0;0;0;0;0;0;29;0;0;46;0;0;0;0;0;0;0;27;0;0
102170102440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;37
102170102450;0;0;0;0;0;0;82;0;0;0;0;0;48;0;0;0;32;0;0;0;0;155;0;97
102170102530;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0
102170102550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0
102170102560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0
102170102610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0
102170102720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0
102170102730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0
102170102820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;40;74;0;0;0;0;0;0
102170102850;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;76;0;0;0;0;0;0;0;0
102170103140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0
102170103150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0
102170103160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;0
102170103170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;80;0;0;0;0;0;0
102170103180;0;0;0;0;0;0;0;0;64;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0
102170103190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0
102170103220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;7;0;0;0;0;0;0;43;0
102170103230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0
102170103240;0;0;0;0;0;0;0;0;0;0;74;0;0;0;61;0;0;0;0;0;0;0;0;37
102170103260;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;58;0;0;0;0
102170147110;0;0;0;0;0;0;0;0;0;0;47;0;37;0;0;0;0;0;0;0;0;0;0;0
102170147150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;0;0;0;0;0
102170147210;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;34;0;0;0;0;0;0;0;0
102180102110;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0
102180102120;0;0;0;0;0;0;0;0;0;0;0;0;0;49;131;0;0;94;0;0;0;0;0;0
102180102130;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0
102180102140;0;0;0;0;0;0;0;0;0;46;0;0;58;0;0;0;125;0;0;0;0;0;0;0
102180102150;311;0;0;0;0;0;67;0;0;0;0;0;0;179;0;0;1;0;0;0;0;0;0;0
102180102160;0;0;0;0;0;43;0;0;0;140;0;0;0;0;0;0;42;0;0;0;0;0;0;0
102180102170;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;72;0;0;0;0;0;0
102180102180;0;0;0;0;0;0;0;0;0;668;0;66;0;41;47;26;47;52;83;52;0;0;0;0
102180102210;0;0;0;0;0;0;47;0;0;0;41;95;0;0;0;0;0;0;0;0;0;0;0;0
102180102220;0;0;0;0;0;0;0;0;83;0;0;0;0;32;0;0;0;0;111;0;0;0;0;0
102180102230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0
102180102320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0
102180102330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0
102180102340;0;0;0;0;0;0;0;0;0;0;31;0;0;43;0;0;0;0;0;0;0;0;0;0
