NTMOD;NTMO;NTMD
102730102730;102730;102730
102730102740;102730;102740
102730102750;102730;102750
102730102760;102730;102760
102730102770;102730;102770
102730102860;102730;102860
102730147150;102730;147150
102730147160;102730;147160
102730147240;102730;147240
102730147250;102730;147250
102740102110;102740;102110
102740102160;102740;102160
102740102170;102740;102170
102740102180;102740;102180
102740102340;102740;102340
102740102420;102740;102420
102740102450;102740;102450
102740102530;102740;102530
102740102630;102740;102630
102740102710;102740;102710
102740102720;102740;102720
102740102730;102740;102730
102740102740;102740;102740
102740102750;102740;102750
102740102760;102740;102760
102740102770;102740;102770
102740102850;102740;102850
102740103180;102740;103180
102740147110;102740;147110
102740147130;102740;147130
102740147250;102740;147250
102750102540;102750;102540
102750102710;102750;102710
102750102720;102750;102720
102750102730;102750;102730
102750102750;102750;102750
102750102760;102750;102760
102750102770;102750;102770
102750102870;102750;102870
102750147220;102750;147220
102750147230;102750;147230
102750147250;102750;147250
102760102110;102760;102110
102760102180;102760;102180
102760102340;102760;102340
102760102420;102760;102420
102760102440;102760;102440
102760102530;102760;102530
102760102550;102760;102550
102760102630;102760;102630
102760102640;102760;102640
102760102710;102760;102710
102760102720;102760;102720
102760102730;102760;102730
102760102740;102760;102740
102760102750;102760;102750
102760102760;102760;102760
102760103140;102760;103140
102760103280;102760;103280
102760147110;102760;147110
102760147120;102760;147120
102760147140;102760;147140
102770102120;102770;102120
102770102180;102770;102180
102770102220;102770;102220
102770102330;102770;102330
102770102400;102770;102400
102770102420;102770;102420
102770102440;102770;102440
102770102450;102770;102450
102770102520;102770;102520
102770102630;102770;102630
102770102640;102770;102640
102770102710;102770;102710
102770102720;102770;102720
102770102730;102770;102730
102770102740;102770;102740
102770102750;102770;102750
102770102770;102770;102770
102770102820;102770;102820
102770103130;102770;103130
102770103170;102770;103170
102770147130;102770;147130
102770147140;102770;147140
102770147160;102770;147160
102770147220;102770;147220
102770147230;102770;147230
102770147240;102770;147240
102770147250;102770;147250
102810102120;102810;102120
102810102130;102810;102130
102810102140;102810;102140
102810102150;102810;102150
102810102160;102810;102160
102810102170;102810;102170
102810102180;102810;102180
102810102210;102810;102210
102810102220;102810;102220
102810102230;102810;102230
102810102330;102810;102330
102810102350;102810;102350
102810102420;102810;102420
102810102430;102810;102430
102810102440;102810;102440
102810102450;102810;102450
102810102530;102810;102530
102810102540;102810;102540
102810102710;102810;102710
102810102720;102810;102720
102810102750;102810;102750
102810102810;102810;102810
102810102820;102810;102820
102810102830;102810;102830
102810102840;102810;102840
102810102850;102810;102850
102810102860;102810;102860
102810103130;102810;103130
102810103140;102810;103140
102810103170;102810;103170
102810103180;102810;103180
102810103190;102810;103190
102810103210;102810;103210
102810103230;102810;103230
102810147110;102810;147110
102810147120;102810;147120
102810147130;102810;147130
102810147150;102810;147150
102810147160;102810;147160
102810147230;102810;147230
102820102120;102820;102120
102820102130;102820;102130
102820102140;102820;102140
102820102150;102820;102150
102820102160;102820;102160
102820102180;102820;102180
102820102220;102820;102220
102820102320;102820;102320
102820102330;102820;102330
102820102340;102820;102340
102820102350;102820;102350
102820102410;102820;102410
102820102420;102820;102420
102820102430;102820;102430
102820102440;102820;102440
102820102450;102820;102450
102820102510;102820;102510
102820102530;102820;102530
102820102560;102820;102560
102820102610;102820;102610
102820102620;102820;102620
102820102630;102820;102630
102820102640;102820;102640
102820102710;102820;102710
102820102720;102820;102720
102820102760;102820;102760
102820102810;102820;102810
102820102820;102820;102820
102820102830;102820;102830
102820102840;102820;102840
102820102850;102820;102850
102820102860;102820;102860
102820102870;102820;102870
102820103130;102820;103130
102820103140;102820;103140
102820103150;102820;103150
102820103160;102820;103160
102820103170;102820;103170
102820103180;102820;103180
102820103190;102820;103190
102820103210;102820;103210
102820103260;102820;103260
102820103280;102820;103280
102820103290;102820;103290
102820147110;102820;147110
102820147130;102820;147130
102820147140;102820;147140
102820147150;102820;147150
102820147160;102820;147160
102820147210;102820;147210
102820147220;102820;147220
102820147230;102820;147230
102820147250;102820;147250
102830102140;102830;102140
102830102340;102830;102340
102830102440;102830;102440
102830102530;102830;102530
102830102550;102830;102550
102830102770;102830;102770
102830102810;102830;102810
102830102820;102830;102820
102830102840;102830;102840
102830103140;102830;103140
102830103170;102830;103170
102830103190;102830;103190
102830103220;102830;103220
102830103240;102830;103240
102830103290;102830;103290
102830147110;102830;147110
102830147160;102830;147160
102840102120;102840;102120
102840102150;102840;102150
102840102210;102840;102210
102840102230;102840;102230
102840102320;102840;102320
102840102430;102840;102430
102840102440;102840;102440
102840102450;102840;102450
102840102530;102840;102530
102840102630;102840;102630
102840102710;102840;102710
102840102720;102840;102720
102840102810;102840;102810
102840102820;102840;102820
102840102830;102840;102830
102840102840;102840;102840
102840102850;102840;102850
102840102860;102840;102860
102840103180;102840;103180
102840103190;102840;103190
102840147120;102840;147120
102840147160;102840;147160
102850102140;102850;102140
102850102150;102850;102150
102850102170;102850;102170
102850102180;102850;102180
102850102540;102850;102540
102850102610;102850;102610
102850102640;102850;102640
102850102650;102850;102650
102850102720;102850;102720
102850102740;102850;102740
102850102810;102850;102810
102850102840;102850;102840
102850102850;102850;102850
102850102860;102850;102860
102850102870;102850;102870
102850103160;102850;103160
102850103250;102850;103250
102850147110;102850;147110
102850147160;102850;147160
102850147220;102850;147220
102860102140;102860;102140
102860102540;102860;102540
102860102610;102860;102610
102860102620;102860;102620
102860102710;102860;102710
102860102730;102860;102730
102860102750;102860;102750
102860102770;102860;102770
102860102810;102860;102810
102860102820;102860;102820
102860102840;102860;102840
102860102850;102860;102850
102860102860;102860;102860
102860102870;102860;102870
102860147120;102860;147120
102860147210;102860;147210
102870102220;102870;102220
102870102420;102870;102420
102870102440;102870;102440
102870102450;102870;102450
102870102530;102870;102530
102870102550;102870;102550
102870102710;102870;102710
102870102750;102870;102750
102870102820;102870;102820
102870102850;102870;102850
102870102860;102870;102860
102870103170;102870;103170
102870103240;102870;103240
102870103270;102870;103270
102870147160;102870;147160
102870147220;102870;147220
103110102340;103110;102340
103110102420;103110;102420
103110102440;103110;102440
103110102450;103110;102450
103110102810;103110;102810
103110103130;103110;103130
103110103140;103110;103140
103110103160;103110;103160
103110103170;103110;103170
103110103190;103110;103190
103110103210;103110;103210
103130102120;103130;102120
103130102140;103130;102140
103130102180;103130;102180
103130102230;103130;102230
103130102320;103130;102320
103130102540;103130;102540
103130102770;103130;102770
103130102810;103130;102810
103130102820;103130;102820
103130103140;103130;103140
103130103160;103130;103160
103130103190;103130;103190
103130103240;103130;103240
103130103250;103130;103250
103130103260;103130;103260
103130147110;103130;147110
103130147120;103130;147120
103130147160;103130;147160
103130147230;103130;147230
103140102110;103140;102110
103140102120;103140;102120
103140102130;103140;102130
103140102140;103140;102140
103140102150;103140;102150
103140102160;103140;102160
103140102170;103140;102170
103140102180;103140;102180
103140102210;103140;102210
103140102220;103140;102220
103140102330;103140;102330
103140102340;103140;102340
103140102350;103140;102350
103140102420;103140;102420
103140102430;103140;102430
103140102440;103140;102440
103140102450;103140;102450
103140102510;103140;102510
103140102530;103140;102530
103140102540;103140;102540
103140102720;103140;102720
103140102810;103140;102810
103140102820;103140;102820
103140102830;103140;102830
103140103110;103140;103110
103140103130;103140;103130
103140103140;103140;103140
103140103160;103140;103160
103140103170;103140;103170
103140103180;103140;103180
103140103190;103140;103190
103140103210;103140;103210
103140103220;103140;103220
103140103230;103140;103230
103140103290;103140;103290
103140147110;103140;147110
103140147120;103140;147120
103140147150;103140;147150
103140147160;103140;147160
103140147230;103140;147230
103150102160;103150;102160
103150102170;103150;102170
103150102230;103150;102230
103150102320;103150;102320
103150102350;103150;102350
103150102450;103150;102450
103150102540;103150;102540
103150102710;103150;102710
103150102820;103150;102820
103150103160;103150;103160
103150103170;103150;103170
103150103210;103150;103210
103150103220;103150;103220
103150103230;103150;103230
103150103240;103150;103240
103160102120;103160;102120
103160102140;103160;102140
103160102170;103160;102170
103160102220;103160;102220
103160102340;103160;102340
103160102420;103160;102420
103160102440;103160;102440
103160102530;103160;102530
103160102540;103160;102540
103160102820;103160;102820
103160103130;103160;103130
103160103150;103160;103150
103160103160;103160;103160
103160103170;103160;103170
103160103180;103160;103180
103160103190;103160;103190
103160103210;103160;103210
103160103220;103160;103220
103160103240;103160;103240
103160103250;103160;103250
103160103260;103160;103260
103160103290;103160;103290
103160147120;103160;147120
103160147150;103160;147150
103170102110;103170;102110
103170102120;103170;102120
103170102140;103170;102140
103170102150;103170;102150
103170102160;103170;102160
103170102170;103170;102170
103170102180;103170;102180
103170102220;103170;102220
103170102320;103170;102320
103170102330;103170;102330
103170102340;103170;102340
103170102420;103170;102420
103170102430;103170;102430
103170102440;103170;102440
103170102450;103170;102450
103170102510;103170;102510
103170102520;103170;102520
103170102530;103170;102530
103170102540;103170;102540
103170102610;103170;102610
103170102710;103170;102710
103170102770;103170;102770
103170102810;103170;102810
103170102820;103170;102820
103170102830;103170;102830
103170102870;103170;102870
103170103110;103170;103110
103170103130;103170;103130
103170103140;103170;103140
103170103150;103170;103150
103170103160;103170;103160
103170103170;103170;103170
103170103180;103170;103180
103170103190;103170;103190
103170103210;103170;103210
103170103220;103170;103220
103170103230;103170;103230
103170103240;103170;103240
103170103260;103170;103260
103170103270;103170;103270
103170103290;103170;103290
103170147110;103170;147110
103170147120;103170;147120
103170147130;103170;147130
103170147160;103170;147160
103170147220;103170;147220
103170147240;103170;147240
103180102120;103180;102120
103180102130;103180;102130
103180102140;103180;102140
103180102150;103180;102150
103180102170;103180;102170
103180102180;103180;102180
103180102220;103180;102220
103180102320;103180;102320
103180102340;103180;102340
103180102350;103180;102350
103180102410;103180;102410
103180102420;103180;102420
103180102440;103180;102440
103180102450;103180;102450
103180102510;103180;102510
103180102560;103180;102560
103180102610;103180;102610
103180102650;103180;102650
103180102710;103180;102710
103180102720;103180;102720
103180102810;103180;102810
103180102820;103180;102820
103180102840;103180;102840
103180103140;103180;103140
103180103170;103180;103170
103180103180;103180;103180
103180103190;103180;103190
103180103210;103180;103210
103180103220;103180;103220
103180103240;103180;103240
103180103260;103180;103260
103180103280;103180;103280
103180103290;103180;103290
103180147110;103180;147110
103180147120;103180;147120
103180147150;103180;147150
103180147160;103180;147160
103190102120;103190;102120
103190102140;103190;102140
103190102160;103190;102160
103190102170;103190;102170
103190102180;103190;102180
103190102210;103190;102210
103190102220;103190;102220
103190102320;103190;102320
103190102350;103190;102350
103190102420;103190;102420
103190102440;103190;102440
103190102510;103190;102510
103190102540;103190;102540
103190102620;103190;102620
103190102630;103190;102630
103190102640;103190;102640
103190102810;103190;102810
103190102820;103190;102820
103190102830;103190;102830
103190102840;103190;102840
103190103110;103190;103110
103190103130;103190;103130
103190103140;103190;103140
103190103160;103190;103160
103190103170;103190;103170
103190103180;103190;103180
103190103190;103190;103190
103190103210;103190;103210
103190103220;103190;103220
103190103240;103190;103240
103190103260;103190;103260
103190103270;103190;103270
103190103280;103190;103280
103190103290;103190;103290
103190147110;103190;147110
103190147160;103190;147160
103190147210;103190;147210
103210102120;103210;102120
103210102140;103210;102140
103210102170;103210;102170
103210102210;103210;102210
103210102220;103210;102220
103210102310;103210;102310
103210102330;103210;102330
103210102440;103210;102440
103210102450;103210;102450
103210102510;103210;102510
103210102540;103210;102540
103210102610;103210;102610
103210102810;103210;102810
103210102820;103210;102820
103210103110;103210;103110
103210103140;103210;103140
103210103150;103210;103150
103210103160;103210;103160
103210103170;103210;103170
103210103180;103210;103180
103210103190;103210;103190
103210103210;103210;103210
103210103220;103210;103220
103210103230;103210;103230
103210103240;103210;103240
103210103250;103210;103250
103210103290;103210;103290
103210147110;103210;147110
103210147150;103210;147150
103220102120;103220;102120
103220102140;103220;102140
103220102160;103220;102160
103220102170;103220;102170
103220102210;103220;102210
103220102220;103220;102220
103220102420;103220;102420
103220102440;103220;102440
103220102450;103220;102450
103220102720;103220;102720
103220102830;103220;102830
103220103150;103220;103150
103220103160;103220;103160
103220103170;103220;103170
103220103180;103220;103180
103220103190;103220;103190
103220103210;103220;103210
103220103220;103220;103220
103220103230;103220;103230
103220103240;103220;103240
103220103250;103220;103250
103220103260;103220;103260
103220103290;103220;103290
103220147110;103220;147110
103220147130;103220;147130
103220147160;103220;147160
103220147220;103220;147220
103230102120;103230;102120
103230102140;103230;102140
103230102150;103230;102150
103230102180;103230;102180
103230102220;103230;102220
103230102330;103230;102330
103230102420;103230;102420
103230102710;103230;102710
103230102810;103230;102810
103230103130;103230;103130
103230103140;103230;103140
103230103150;103230;103150
103230103170;103230;103170
103230103190;103230;103190
103230103210;103230;103210
103230103220;103230;103220
103230103230;103230;103230
103230103240;103230;103240
103230103250;103230;103250
103230103260;103230;103260
103230103280;103230;103280
103240102120;103240;102120
103240102130;103240;102130
103240102140;103240;102140
103240102170;103240;102170
103240102180;103240;102180
103240102220;103240;102220
103240102330;103240;102330
103240102340;103240;102340
103240102420;103240;102420
103240102440;103240;102440
103240102450;103240;102450
103240102530;103240;102530
103240102540;103240;102540
103240102710;103240;102710
103240102740;103240;102740
103240102830;103240;102830
103240102860;103240;102860
103240102870;103240;102870
103240103130;103240;103130
103240103160;103240;103160
103240103170;103240;103170
103240103190;103240;103190
103240103210;103240;103210
103240103220;103240;103220
103240103230;103240;103230
103240103240;103240;103240
103240103250;103240;103250
103240103260;103240;103260
103240103280;103240;103280
103240103290;103240;103290
103240147150;103240;147150
103240147230;103240;147230
103250102220;103250;102220
103250102440;103250;102440
103250102850;103250;102850
103250103160;103250;103160
103250103190;103250;103190
103250103210;103250;103210
103250103220;103250;103220
103250103230;103250;103230
103250103240;103250;103240
103250103250;103250;103250
103250103280;103250;103280
103250103290;103250;103290
103250147110;103250;147110
103250147160;103250;147160
103260102120;103260;102120
103260102130;103260;102130
103260102140;103260;102140
103260102170;103260;102170
103260102180;103260;102180
103260102210;103260;102210
103260102220;103260;102220
103260102230;103260;102230
103260102340;103260;102340
103260102410;103260;102410
103260102440;103260;102440
103260102450;103260;102450
103260103130;103260;103130
103260103140;103260;103140
103260103170;103260;103170
103260103180;103260;103180
103260103210;103260;103210
103260103220;103260;103220
103260103240;103260;103240
103260103260;103260;103260
103260147160;103260;147160
103270102120;103270;102120
103270102870;103270;102870
103270103170;103270;103170
103270103190;103270;103190
103270103230;103270;103230
103270103270;103270;103270
103270103280;103270;103280
103270147160;103270;147160
103280102140;103280;102140
103280102150;103280;102150
103280102220;103280;102220
103280102760;103280;102760
103280102820;103280;102820
103280103180;103280;103180
103280103190;103280;103190
103280103220;103280;103220
103280103230;103280;103230
103280103240;103280;103240
103280103250;103280;103250
103280103270;103280;103270
103280103280;103280;103280
103280103290;103280;103290
103290102180;103290;102180
103290102330;103290;102330
103290102340;103290;102340
103290102420;103290;102420
103290102440;103290;102440
103290102710;103290;102710
103290102830;103290;102830
103290103140;103290;103140
103290103160;103290;103160
103290103170;103290;103170
103290103180;103290;103180
103290103190;103290;103190
103290103210;103290;103210
103290103230;103290;103230
103290103240;103290;103240
103290103250;103290;103250
103290103280;103290;103280
147100147120;147100;147120
147110102120;147110;102120
147110102130;147110;102130
147110102140;147110;102140
147110102150;147110;102150
147110102160;147110;102160
147110102170;147110;102170
147110102180;147110;102180
147110102210;147110;102210
147110102220;147110;102220
147110102230;147110;102230
147110102300;147110;102300
147110102310;147110;102310
147110102330;147110;102330
147110102340;147110;102340
147110102350;147110;102350
147110102410;147110;102410
147110102420;147110;102420
147110102430;147110;102430
147110102440;147110;102440
147110102450;147110;102450
147110102510;147110;102510
147110102530;147110;102530
147110102540;147110;102540
147110102560;147110;102560
147110102610;147110;102610
147110102630;147110;102630
147110102720;147110;102720
147110102810;147110;102810
147110102820;147110;102820
147110102830;147110;102830
147110102850;147110;102850
147110103140;147110;103140
147110103170;147110;103170
147110103190;147110;103190
147110103210;147110;103210
147110103280;147110;103280
147110147110;147110;147110
147110147120;147110;147120
147110147130;147110;147130
147110147140;147110;147140
147110147150;147110;147150
147110147160;147110;147160
147110147210;147110;147210
147110147220;147110;147220
147110147230;147110;147230
147110147240;147110;147240
147110147250;147110;147250
147120102120;147120;102120
147120102140;147120;102140
147120102160;147120;102160
147120102180;147120;102180
147120102210;147120;102210
147120102220;147120;102220
147120102320;147120;102320
147120102340;147120;102340
147120102350;147120;102350
147120102410;147120;102410
147120102420;147120;102420
147120102430;147120;102430
147120102440;147120;102440
147120102450;147120;102450
147120102530;147120;102530
147120102550;147120;102550
147120102610;147120;102610
147120102630;147120;102630
147120102640;147120;102640
147120102650;147120;102650
147120102660;147120;102660
147120102720;147120;102720
147120102760;147120;102760
147120102810;147120;102810
147120102860;147120;102860
147120103130;147120;103130
147120103140;147120;103140
147120103160;147120;103160
147120103260;147120;103260
147120147100;147120;147100
147120147110;147120;147110
147120147120;147120;147120
147120147130;147120;147130
147120147150;147120;147150
147120147160;147120;147160
147120147210;147120;147210
147120147220;147120;147220
147120147230;147120;147230
147120147240;147120;147240
147130102110;147130;102110
147130102130;147130;102130
147130102140;147130;102140
147130102150;147130;102150
147130102160;147130;102160
147130102180;147130;102180
147130102210;147130;102210
147130102220;147130;102220
147130102330;147130;102330
147130102340;147130;102340
147130102350;147130;102350
147130102420;147130;102420
147130102430;147130;102430
147130102440;147130;102440
147130102450;147130;102450
147130102520;147130;102520
147130102550;147130;102550
147130102560;147130;102560
147130102630;147130;102630
147130102650;147130;102650
147130102710;147130;102710
147130102740;147130;102740
147130102750;147130;102750
147130102770;147130;102770
147130102810;147130;102810
147130102820;147130;102820
147130103140;147130;103140
147130103190;147130;103190
147130147110;147130;147110
147130147120;147130;147120
147130147130;147130;147130
147130147150;147130;147150
147130147160;147130;147160
147130147210;147130;147210
147130147220;147130;147220
147130147230;147130;147230
147130147250;147130;147250
147140102150;147140;102150
147140102180;147140;102180
147140102420;147140;102420
147140102440;147140;102440
147140102450;147140;102450
147140102630;147140;102630
147140102640;147140;102640
147140102670;147140;102670
147140102720;147140;102720
147140102760;147140;102760
147140102820;147140;102820
147140147130;147140;147130
147140147220;147140;147220
147140147230;147140;147230
147140147250;147140;147250
147150102140;147150;102140
147150102170;147150;102170
147150102180;147150;102180
147150102220;147150;102220
147150102340;147150;102340
147150102350;147150;102350
147150102420;147150;102420
147150102430;147150;102430
147150102440;147150;102440
147150102450;147150;102450
147150102540;147150;102540
147150102620;147150;102620
147150102710;147150;102710
147150102720;147150;102720
147150102730;147150;102730
147150102740;147150;102740
147150102810;147150;102810
147150102820;147150;102820
147150103160;147150;103160
147150103180;147150;103180
147150103210;147150;103210
147150103240;147150;103240
147150147110;147150;147110
147150147120;147150;147120
147150147130;147150;147130
147150147160;147150;147160
147150147210;147150;147210
147150147220;147150;147220
147150147230;147150;147230
147160102110;147160;102110
147160102120;147160;102120
147160102130;147160;102130
147160102140;147160;102140
147160102150;147160;102150
147160102160;147160;102160
147160102180;147160;102180
147160102210;147160;102210
147160102220;147160;102220
147160102230;147160;102230
147160102310;147160;102310
147160102320;147160;102320
147160102330;147160;102330
147160102340;147160;102340
147160102350;147160;102350
147160102410;147160;102410
147160102420;147160;102420
147160102430;147160;102430
147160102440;147160;102440
147160102450;147160;102450
147160102510;147160;102510
147160102520;147160;102520
147160102530;147160;102530
147160102540;147160;102540
147160102550;147160;102550
147160102560;147160;102560
147160102630;147160;102630
147160102640;147160;102640
147160102660;147160;102660
147160102670;147160;102670
147160102720;147160;102720
147160102730;147160;102730
147160102760;147160;102760
147160102770;147160;102770
147160102810;147160;102810
147160102820;147160;102820
147160102830;147160;102830
147160102870;147160;102870
147160103130;147160;103130
147160103140;147160;103140
147160103170;147160;103170
147160103180;147160;103180
147160103190;147160;103190
147160103220;147160;103220
147160147110;147160;147110
147160147120;147160;147120
147160147130;147160;147130
147160147150;147160;147150
147160147160;147160;147160
147160147210;147160;147210
147160147220;147160;147220
147160147230;147160;147230
147160147250;147160;147250
147210102110;147210;102110
147210102120;147210;102120
147210102130;147210;102130
147210102140;147210;102140
147210102150;147210;102150
147210102170;147210;102170
147210102210;147210;102210
147210102350;147210;102350
147210102410;147210;102410
147210102420;147210;102420
147210102430;147210;102430
147210102440;147210;102440
147210102450;147210;102450
147210102530;147210;102530
147210102540;147210;102540
147210102550;147210;102550
147210102820;147210;102820
147210102840;147210;102840
147210103130;147210;103130
147210103190;147210;103190
147210147110;147210;147110
147210147120;147210;147120
147210147130;147210;147130
147210147150;147210;147150
147210147160;147210;147160
147210147210;147210;147210
147210147220;147210;147220
147210147230;147210;147230
147210147240;147210;147240
147220102120;147220;102120
147220102140;147220;102140
147220102210;147220;102210
147220102220;147220;102220
147220102320;147220;102320
147220102340;147220;102340
147220102350;147220;102350
147220102410;147220;102410
147220102420;147220;102420
147220102440;147220;102440
147220102450;147220;102450
147220102520;147220;102520
147220102530;147220;102530
147220102540;147220;102540
147220102550;147220;102550
147220102560;147220;102560
147220102630;147220;102630
147220102640;147220;102640
147220102710;147220;102710
147220102720;147220;102720
147220102760;147220;102760
147220102770;147220;102770
147220102850;147220;102850
147220102870;147220;102870
147220103140;147220;103140
147220103180;147220;103180
147220103220;147220;103220
147220147110;147220;147110
147220147120;147220;147120
147220147130;147220;147130
147220147150;147220;147150
147220147160;147220;147160
147220147210;147220;147210
147220147220;147220;147220
147220147230;147220;147230
147220147250;147220;147250
147230102110;147230;102110
147230102120;147230;102120
147230102140;147230;102140
147230102160;147230;102160
147230102170;147230;102170
147230102180;147230;102180
147230102210;147230;102210
147230102220;147230;102220
147230102230;147230;102230
147230102310;147230;102310
147230102330;147230;102330
147230102340;147230;102340
147230102420;147230;102420
147230102430;147230;102430
147230102440;147230;102440
147230102450;147230;102450
147230102530;147230;102530
147230102540;147230;102540
147230102630;147230;102630
147230102720;147230;102720
147230102770;147230;102770
147230102810;147230;102810
147230102820;147230;102820
147230103130;147230;103130
147230103140;147230;103140
147230103240;147230;103240
147230147110;147230;147110
147230147120;147230;147120
147230147130;147230;147130
147230147140;147230;147140
147230147150;147230;147150
147230147160;147230;147160
147230147210;147230;147210
147230147220;147230;147220
147230147230;147230;147230
147230147240;147230;147240
147230147250;147230;147250
147240102440;147240;102440
147240102610;147240;102610
147240102620;147240;102620
147240102630;147240;102630
147240102640;147240;102640
147240102700;147240;102700
147240102720;147240;102720
147240102730;147240;102730
147240102770;147240;102770
147240147160;147240;147160
147240147210;147240;147210
147240147220;147240;147220
147240147230;147240;147230
147240147240;147240;147240
147240147250;147240;147250
147250102180;147250;102180
147250102220;147250;102220
147250102320;147250;102320
147250102420;147250;102420
147250102430;147250;102430
147250102440;147250;102440
147250102450;147250;102450
147250102540;147250;102540
147250102550;147250;102550
147250102610;147250;102610
147250102620;147250;102620
147250102630;147250;102630
147250102640;147250;102640
147250102650;147250;102650
147250102720;147250;102720
147250102730;147250;102730
147250102740;147250;102740
147250102750;147250;102750
147250102760;147250;102760
147250102770;147250;102770
147250102810;147250;102810
147250102820;147250;102820
147250147110;147250;147110
147250147120;147250;147120
147250147130;147250;147130
147250147150;147250;147150
147250147160;147250;147160
147250147220;147250;147220
147250147230;147250;147230
147250147240;147250;147240
147250147250;147250;147250
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
